maktimestamp,altitude,velocity
1533209266.777,9852.66,
1533209266.864,,3.90144
1533209267.273,9852.66,
1533209267.401,,3.90144
1533209267.705,9860.28,
1533209267.939,,3.90144
1533209268.284,9860.28,
1533209268.393,,3.90144
1533209268.687,9860.28,
1533209268.969,,3.90144
1533209269.203,9860.28,
1533209269.541,,3.90144
1533209269.714,9867.9,
1533209270.076,,3.90144
1533209270.228,9867.9,
1533209270.587,9867.9,
1533209270.625,,3.90144
1533209270.688,9867.9,
1533209271.202,,3.90144
1533209271.272,9867.9,
1533209271.844,9875.52,
1533209272.117,,3.90144
1533209272.437,9875.52,
1533209272.603,,4.22656
1533209273.041,9875.52,
1533209273.082,,4.22656
1533209273.603,9883.140000000001,
1533209273.679,,4.55168
1533209274.083,9883.140000000001,
1533209274.264,,4.55168
1533209274.345,9883.140000000001,
1533209274.472,9883.140000000001,
1533209274.701,,4.55168
1533209274.934,9883.140000000001,
1533209275.262,,4.55168
1533209275.413,9890.76,
1533209275.803,,4.55168
1533209276.074,9890.76,
1533209276.399,,4.55168
1533209276.579,9890.76,
1533209276.859,,4.22656
1533209277.096,9898.380000000001,
1533209277.401,,4.22656
1533209277.602,9898.380000000001,
1533209278.039,9898.380000000001,
1533209278.084,,4.22656
1533209278.181,9898.380000000001,
1533209278.486,,4.22656
1533209278.754,9906.0,
1533209279.048,,4.22656
1533209279.303,9906.0,
1533209279.592,,3.90144
1533209279.745,9906.0,
1533209280.153,,3.90144
1533209280.429,9906.0,
1533209280.655,,3.90144
1533209280.873,9913.62,
1533209281.296,,3.90144
1533209281.490,9913.62,
1533209281.688,9913.62,
1533209281.718,,3.90144
1533209281.925,9913.62,
1533209281.992,,3.90144
1533209282.359,9913.62,
1533209282.393,,3.90144
1533209282.576,9913.62,
1533209282.888,,3.90144
1533209282.923,9921.24,
1533209283.304,,3.90144
1533209283.456,9921.24,
1533209283.810,,4.22656
1533209283.980,9921.24,
1533209284.352,,4.22656
1533209284.580,9921.24,
1533209284.885,,4.22656
1533209284.983,9928.86,
1533209285.340,,4.22656
1533209285.473,9928.86,
1533209285.932,,4.22656
1533209286.014,9928.86,
1533209286.476,9936.480000000001,
1533209286.501,,4.22656
1533209287.064,9936.480000000001,
1533209287.090,,4.22656
1533209287.523,,4.22656
1533209287.604,9936.480000000001,
1533209288.036,,4.22656
1533209288.087,9936.480000000001,
1533209288.579,,3.90144
1533209288.719,9944.1,
1533209288.983,,3.90144
1533209289.132,9944.1,
1533209289.436,,3.90144
1533209289.599,9944.1,
1533209290.008,,3.90144
1533209290.089,9944.1,
1533209290.574,9951.720000000001,
1533209290.599,,3.90144
1533209291.058,,3.90144
1533209291.063,9951.720000000001,
1533209291.592,9951.720000000001,
1533209291.636,,3.90144
1533209292.052,,3.90144
1533209292.052,9951.720000000001,
1533209292.551,9959.34,
1533209292.551,,3.90144
1533209293.063,,3.90144
1533209293.117,9959.34,
1533209293.577,9959.34,
1533209293.625,,3.90144
1533209294.086,,3.90144
1533209294.112,9959.34,
1533209294.548,,3.90144
1533209294.548,9966.960000000001,
1533209295.041,,3.90144
1533209295.078,9966.960000000001,
1533209295.483,,3.90144
1533209295.694,9966.960000000001,
1533209296.029,,3.90144
1533209296.150,9966.960000000001,
1533209296.569,,4.22656
1533209296.696,9974.58,
1533209297.130,,4.22656
1533209297.142,9974.58,
1533209297.601,9974.58,
1533209297.715,,4.22656
1533209298.158,,4.22656
1533209298.192,9974.58,
1533209298.606,9982.2,
1533209298.684,,4.22656
1533209299.175,9982.2,
1533209299.197,,4.22656
1533209299.628,,4.22656
1533209299.751,9982.2,
1533209300.093,,4.22656
1533209300.139,9982.2,
1533209300.545,9989.82,
1533209300.669,,4.22656
1533209300.960,9989.82,
1533209301.131,,4.22656
1533209301.461,9989.82,
1533209301.641,,4.22656
1533209301.920,9989.82,
1533209302.112,9989.82,
1533209302.113,,4.22656
1533209302.114,9989.82,
1533209302.500,9997.44,
1533209302.608,,4.22656
1533209302.947,9997.44,
1533209302.958,9997.44,
1533209303.094,,4.22656
1533209303.467,9997.44,
1533209303.594,,3.90144
1533209303.797,9997.44,
1533209304.120,,3.90144
1533209304.348,10005.060000000001,
1533209304.646,,3.90144
1533209304.775,10005.060000000001,
1533209305.080,,3.90144
1533209305.263,10005.060000000001,
1533209305.482,,3.90144
1533209305.754,10005.060000000001,
1533209306.077,,3.90144
1533209306.200,10012.68,
1533209306.512,,3.90144
1533209306.611,10012.68,
1533209307.036,,3.90144
1533209307.061,10012.68,
1533209307.521,10012.68,
1533209307.598,,3.90144
1533209307.957,10012.68,
1533209308.056,,3.90144
1533209308.457,10020.300000000001,
1533209308.521,,3.90144
1533209308.874,10020.300000000001,
1533209308.947,,3.90144
1533209309.396,10020.300000000001,
1533209309.528,,3.90144
1533209309.934,10020.300000000001,
1533209310.090,,3.90144
1533209310.418,10027.92,
1533209310.616,,3.90144
1533209310.947,10027.92,
1533209311.160,,3.90144
1533209311.232,10027.92,
1533209311.490,10027.92,
1533209311.585,10027.92,
1533209311.612,,3.90144
1533209311.969,10035.54,
1533209312.022,,3.90144
1533209312.384,10035.54,
1533209312.578,,4.22656
1533209312.820,10035.54,
1533209313.129,,4.22656
1533209313.402,10035.54,
1533209313.638,,4.22656
1533209313.927,10043.16,
1533209314.073,,4.22656
1533209314.398,10043.16,
1533209314.507,,4.22656
1533209314.866,10043.16,
1533209315.013,,4.22656
1533209315.337,10043.16,
1533209315.515,,4.22656
1533209315.903,10050.78,
1533209316.077,,4.22656
1533209316.431,10050.78,
1533209316.514,,4.22656
1533209316.899,10050.78,
1533209317.027,,4.22656
1533209317.507,10058.4,
1533209317.546,,4.22656
1533209317.975,10058.4,
1533209318.123,,4.22656
1533209318.452,10058.4,
1533209318.624,,4.22656
1533209318.882,10058.4,
1533209319.217,,4.22656
1533209319.297,10058.4,
1533209319.690,,3.90144
1533209319.793,10066.02,
1533209320.129,,3.90144
1533209320.152,10058.4,
1533209320.284,10066.02,
1533209320.698,,3.90144
1533209320.724,10066.02,
1533209321.213,10073.640000000001,
1533209321.226,,3.90144
1533209321.686,10073.640000000001,
1533209321.769,,3.90144
1533209322.218,10073.640000000001,
1533209322.278,,3.90144
1533209322.656,10073.640000000001,
1533209322.685,,3.90144
1533209323.146,,3.90144
1533209323.245,10081.26,
1533209323.607,,3.90144
1533209323.786,10081.26,
1533209324.017,,3.90144
1533209324.239,10081.26,
1533209324.435,,3.90144
1533209324.693,10081.26,
1533209324.973,,3.90144
1533209325.183,10081.26,
1533209325.415,,3.90144
1533209325.639,10088.880000000001,
1533209325.987,,3.90144
1533209326.175,10088.880000000001,
1533209326.484,,3.90144
1533209326.732,10088.880000000001,
1533209326.847,10081.26,
1533209327.037,,3.90144
1533209327.318,10096.5,
1533209327.561,,3.90144
1533209327.768,10096.5,
1533209328.072,,3.90144
1533209328.368,10096.5,
1533209328.699,,3.90144
1533209328.811,10096.5,
1533209329.203,,3.90144
1533209329.238,10104.12,
1533209329.682,,3.90144
1533209329.707,10104.12,
1533209330.203,,3.90144
1533209330.246,10104.12,
1533209330.623,,3.90144
1533209330.838,10104.12,
1533209331.150,,3.90144
1533209331.453,10111.74,
1533209331.719,,3.90144
1533209331.938,10111.74,
1533209332.197,,3.90144
1533209332.493,10111.74,
1533209332.786,,3.90144
1533209333.023,10111.74,
1533209333.252,,3.90144
1533209333.517,10119.36,
1533209333.777,,3.90144
1533209333.971,10119.36,
1533209334.213,,3.90144
1533209334.571,10119.36,
1533209334.665,,3.5763200000000004
1533209335.033,10119.36,
1533209335.242,,3.5763200000000004
1533209335.546,10126.980000000001,
1533209335.597,10119.36,
1533209335.673,,3.5763200000000004
1533209336.045,10126.980000000001,
1533209336.179,,3.5763200000000004
1533209336.543,10126.980000000001,
1533209336.609,,3.5763200000000004
1533209336.953,10126.980000000001,
1533209337.011,,3.5763200000000004
1533209337.439,10126.980000000001,
1533209337.598,,3.5763200000000004
1533209337.879,10134.6,
1533209338.141,,3.5763200000000004
1533209338.441,10134.6,
1533209338.697,,3.5763200000000004
1533209338.933,10134.6,
1533209339.218,,3.5763200000000004
1533209339.322,10134.6,
1533209339.683,,3.5763200000000004
1533209339.787,10142.220000000001,
1533209340.146,,3.5763200000000004
1533209340.249,10142.220000000001,
1533209340.740,,3.5763200000000004
1533209340.767,10142.220000000001,
1533209341.157,10134.6,
1533209341.169,10142.220000000001,
1533209341.185,,3.5763200000000004
1533209341.583,10142.220000000001,
1533209341.639,,3.5763200000000004
1533209341.639,10134.6,
1533209341.714,,3.2512000000000003
1533209342.026,10142.220000000001,
1533209342.273,,3.2512000000000003
1533209342.513,10149.84,
1533209342.859,,3.2512000000000003
1533209343.077,10149.84,
1533209343.289,,3.2512000000000003
1533209343.572,10149.84,
1533209343.694,10149.84,
1533209343.699,,3.2512000000000003
1533209344.116,,3.2512000000000003
1533209344.136,10149.84,
1533209344.580,10149.84,
1533209344.697,,3.2512000000000003
1533209344.705,10157.460000000001,
1533209345.248,,3.2512000000000003
1533209345.268,10157.460000000001,
1533209345.748,,3.2512000000000003
1533209346.210,,3.2512000000000003
1533209346.234,10157.460000000001,
1533209346.663,,3.2512000000000003
1533209346.755,10165.08,
1533209347.135,,3.2512000000000003
1533209347.339,10165.08,
1533209347.613,,3.2512000000000003
1533209347.830,10165.08,
1533209348.017,,3.2512000000000003
1533209348.234,10165.08,
1533209348.476,,3.2512000000000003
1533209348.725,10165.08,
1533209348.980,,3.2512000000000003
1533209349.287,10172.7,
1533209349.489,,3.2512000000000003
1533209349.755,10172.7,
1533209350.067,,3.2512000000000003
1533209350.333,10172.7,
1533209350.647,,3.2512000000000003
1533209350.810,10172.7,
1533209351.131,,3.2512000000000003
1533209351.333,10172.7,
1533209351.556,,3.2512000000000003
1533209351.948,10180.32,
1533209351.977,,3.2512000000000003
1533209352.431,10180.32,
1533209352.545,,3.2512000000000003
1533209352.961,10180.32,
1533209353.074,,3.2512000000000003
1533209353.514,,3.2512000000000003
1533209353.538,10180.32,
1533209354.048,10187.94,
1533209354.072,,3.2512000000000003
1533209354.497,10187.94,
1533209354.611,,3.5763200000000004
1533209355.036,10187.94,
1533209355.136,,3.5763200000000004
1533209355.538,10187.94,
1533209355.702,,3.5763200000000004
1533209356.281,,3.5763200000000004
1533209356.681,10195.560000000001,
1533209356.838,,3.5763200000000004
1533209357.131,10195.560000000001,
1533209357.381,,3.5763200000000004
1533209357.578,10195.560000000001,
1533209357.853,,3.5763200000000004
1533209358.026,10195.560000000001,
1533209358.273,,3.5763200000000004
1533209358.443,10195.560000000001,
1533209358.537,10203.18,
1533209358.828,,3.5763200000000004
1533209358.889,10187.94,
1533209358.902,,3.2512000000000003
1533209358.927,10195.560000000001,
1533209359.117,10203.18,
1533209359.424,,3.2512000000000003
1533209359.562,10203.18,
1533209359.832,,3.2512000000000003
1533209360.107,10203.18,
1533209360.240,,3.2512000000000003
1533209360.626,10203.18,
1533209360.698,,3.2512000000000003
1533209361.120,10210.800000000001,
1533209361.202,,3.2512000000000003
1533209361.647,10210.800000000001,
1533209361.719,,3.2512000000000003
1533209362.082,10210.800000000001,
1533209362.206,,3.2512000000000003
1533209362.646,10210.800000000001,
1533209362.696,,3.2512000000000003
1533209363.103,10218.42,
1533209363.253,,3.2512000000000003
1533209363.533,10218.42,
1533209363.742,,2.9260800000000002
1533209364.050,10218.42,
1533209364.339,,2.9260800000000002
1533209364.455,,3.2512000000000003
1533209364.601,10218.42,
1533209364.896,,2.9260800000000002
1533209365.063,10218.42,
1533209365.074,10218.42,
1533209365.437,,2.9260800000000002
1533209365.512,10218.42,
1533209365.938,10226.04,
1533209365.996,,2.9260800000000002
1533209366.414,,2.9260800000000002
1533209366.506,10226.04,
1533209366.896,,2.9260800000000002
1533209366.973,,3.2512000000000003
1533209367.054,10226.04,
1533209367.417,,2.9260800000000002
1533209367.642,10226.04,
1533209367.885,,2.9260800000000002
1533209368.066,10226.04,
1533209368.457,,2.9260800000000002
1533209368.576,10233.66,
1533209368.910,,2.9260800000000002
1533209368.986,10233.66,
1533209369.227,10218.42,
1533209369.434,,2.9260800000000002
1533209369.581,10233.66,
1533209369.901,,2.9260800000000002
1533209370.162,10233.66,
1533209370.315,,2.9260800000000002
1533209370.591,10233.66,
1533209370.755,,2.9260800000000002
1533209371.010,10233.66,
1533209371.171,10226.04,
1533209371.176,,2.9260800000000002
1533209371.437,10226.04,
1533209371.536,10241.28,
1533209371.703,10233.66,
1533209371.723,,2.9260800000000002
1533209371.985,10241.28,
1533209372.316,,2.9260800000000002
1533209372.389,10241.28,
1533209372.750,,2.9260800000000002
1533209372.985,10241.28,
1533209373.189,,2.9260800000000002
1533209373.240,10233.66,
1533209373.446,10241.28,
1533209373.679,,2.9260800000000002
1533209373.942,10248.9,
1533209374.156,,2.9260800000000002
1533209374.370,10248.9,
1533209374.728,,2.9260800000000002
1533209374.806,10248.9,
1533209375.221,10248.9,
1533209375.265,,2.9260800000000002
1533209375.716,10248.9,
1533209375.786,,2.9260800000000002
1533209376.132,,2.9260800000000002
1533209376.153,10248.9,
1533209376.695,10256.52,
1533209376.717,,2.9260800000000002
1533209377.156,,2.9260800000000002
1533209377.173,10256.52,
1533209377.733,,2.9260800000000002
1533209377.749,10256.52,
1533209378.260,,2.9260800000000002
1533209378.301,10256.52,
1533209378.820,,2.9260800000000002
1533209378.904,10264.140000000001,
1533209379.264,,2.9260800000000002
1533209379.296,,2.9260800000000002
1533209379.335,10264.140000000001,
1533209379.430,10264.140000000001,
1533209379.788,,2.9260800000000002
1533209379.985,10264.140000000001,
1533209380.170,,2.9260800000000002
1533209380.382,10264.140000000001,
1533209380.590,,2.9260800000000002
1533209380.924,10264.140000000001,
1533209381.018,,2.9260800000000002
1533209381.443,10264.140000000001,
1533209381.557,,2.9260800000000002
1533209381.882,10271.76,
1533209382.082,,2.9260800000000002
1533209382.367,10271.76,
1533209382.494,,2.9260800000000002
1533209382.873,10271.76,
1533209382.959,,2.9260800000000002
1533209383.408,10271.76,
1533209383.513,,2.9260800000000002
1533209383.926,,2.9260800000000002
1533209383.975,10271.76,
1533209384.422,,2.9260800000000002
1533209384.479,10279.380000000001,
1533209384.775,,2.9260800000000002
1533209384.945,10279.380000000001,
1533209385.350,,2.9260800000000002
1533209385.381,10279.380000000001,
1533209385.758,,2.9260800000000002
1533209385.981,10279.380000000001,
1533209386.218,,2.9260800000000002
1533209386.573,10279.380000000001,
1533209386.727,,2.9260800000000002
1533209387.033,10287.0,
1533209387.328,,2.9260800000000002
1533209387.460,10287.0,
1533209387.821,,2.9260800000000002
1533209387.971,10287.0,
1533209388.333,,2.9260800000000002
1533209388.479,10287.0,
1533209388.825,10241.28,
1533209388.838,,2.9260800000000002
1533209389.092,10287.0,
1533209389.372,,2.9260800000000002
1533209389.585,10294.62,
1533209389.805,,2.9260800000000002
1533209390.080,10294.62,
1533209390.403,,2.9260800000000002
1533209390.622,10294.62,
1533209390.844,,2.9260800000000002
1533209391.194,10294.62,
1533209391.429,,2.9260800000000002
1533209391.779,10294.62,
1533209391.863,,2.9260800000000002
1533209392.234,10302.24,
1533209392.424,,2.9260800000000002
1533209392.650,10302.24,
1533209392.871,,2.9260800000000002
1533209393.209,10302.24,
1533209393.434,,2.9260800000000002
1533209393.668,10302.24,
1533209393.997,,2.9260800000000002
1533209394.173,10302.24,
1533209394.451,,2.9260800000000002
1533209394.575,10302.24,
1533209394.859,10248.9,
1533209394.992,,2.9260800000000002
1533209394.994,10248.9,
1533209395.048,,2.9260800000000002
1533209395.065,10309.86,
1533209395.203,10256.52,
1533209395.454,10271.76,
1533209395.536,10309.86,
1533209395.565,,2.9260800000000002
1533209395.588,10279.380000000001,
1533209395.612,10279.380000000001,
1533209395.640,10279.380000000001,
1533209395.689,,2.9260800000000002
1533209395.804,10287.0,
1533209395.872,10294.62,
1533209395.933,10294.62,
1533209395.971,10309.86,
1533209395.972,,2.9260800000000002
1533209396.022,10302.24,
1533209396.142,10309.86,
1533209396.442,10309.86,
1533209396.573,,2.9260800000000002
1533209397.027,10309.86,
1533209397.055,,2.9260800000000002
1533209397.135,,2.9260800000000002
1533209397.507,10317.480000000001,
1533209397.551,,2.9260800000000002
1533209397.896,10294.62,
1533209397.945,,3.2512000000000003
1533209398.047,10317.480000000001,
1533209398.477,,3.2512000000000003
1533209398.527,10317.480000000001,
1533209398.907,,3.2512000000000003
1533209398.986,10317.480000000001,
1533209399.392,,3.2512000000000003
1533209399.495,10317.480000000001,
1533209399.982,,2.9260800000000002
1533209400.010,,2.9260800000000002
1533209400.071,10325.1,
1533209400.556,,2.9260800000000002
1533209400.613,10325.1,
1533209401.109,,2.9260800000000002
1533209401.167,10325.1,
1533209401.661,,2.9260800000000002
1533209401.697,10325.1,
1533209402.212,,2.9260800000000002
1533209402.290,10325.1,
1533209402.654,,2.9260800000000002
1533209402.848,10332.720000000001,
1533209403.251,,2.9260800000000002
1533209403.448,10332.720000000001,
1533209403.818,,2.9260800000000002
1533209404.033,10332.720000000001,
1533209404.289,,2.9260800000000002
1533209404.488,10332.720000000001,
1533209404.723,,2.9260800000000002
1533209405.091,10332.720000000001,
1533209405.219,,2.9260800000000002
1533209405.536,10340.34,
1533209405.675,,2.9260800000000002
1533209406.075,10340.34,
1533209406.102,,2.9260800000000002
1533209406.541,10340.34,
1533209406.601,,2.9260800000000002
1533209407.073,10340.34,
1533209407.092,,2.9260800000000002
1533209407.551,,2.9260800000000002
1533209407.589,10340.34,
1533209408.070,,2.9260800000000002
1533209408.084,10347.960000000001,
1533209408.555,10347.960000000001,
1533209408.629,,2.9260800000000002
1533209409.020,10347.960000000001,
1533209409.079,,2.9260800000000002
1533209409.534,,2.9260800000000002
1533209409.608,10347.960000000001,
1533209410.002,,2.9260800000000002
1533209410.212,10347.960000000001,
1533209410.415,,2.9260800000000002
1533209410.672,10355.58,
1533209410.939,,2.9260800000000002
1533209411.112,10355.58,
1533209411.410,,2.9260800000000002
1533209411.687,10355.58,
1533209411.936,,2.9260800000000002
1533209412.255,10355.58,
1533209412.346,,2.9260800000000002
1533209412.763,,2.9260800000000002
1533209412.794,10355.58,
1533209413.257,,2.9260800000000002
1533209413.317,10363.2,
1533209413.780,,2.9260800000000002
1533209413.851,10363.2,
1533209414.237,,2.9260800000000002
1533209414.301,10363.2,
1533209414.766,,2.9260800000000002
1533209414.861,10363.2,
1533209414.869,10363.2,
1533209415.311,,2.9260800000000002
1533209415.387,10363.2,
1533209415.794,,2.9260800000000002
1533209415.869,10370.82,
1533209416.278,10370.82,
1533209416.357,,2.9260800000000002
1533209416.769,10370.82,
1533209416.835,,2.9260800000000002
1533209417.251,,2.9260800000000002
1533209417.349,10370.82,
1533209417.697,,2.9260800000000002
